,origid_id_YKR_1,Remote workers_1,index_YKR_1,_merge_1,origid_id_YKR_2,Remote workers_2,index_YKR_2,_merge_2,absolute_change,percentage_change,geometry
18,724857.0,1.38,42335690,both,724857.0,2.76,42335690,both,1.38,1.0,"POLYGON ((24.732479894565245 60.120559267320125, 24.73232555751668 60.122802282754385, 24.736820807824106 60.12287922304215, 24.736974839564965 60.12063620066997, 24.732479894565245 60.120559267320125))"
19,727542.0,1.04,42335484,both,727542.0,1.74,42335484,both,0.7,0.673076923076923,"POLYGON ((24.664899766573104 60.12162987545378, 24.664740825374434 60.123872784153995, 24.669236008806926 60.123952019400804, 24.669394644732687 60.121709103555915, 24.664899766573104 60.12162987545378))"
20,727543.0,0.48,42336758,both,727543.0,0.96,42336758,both,0.48,1.0,"POLYGON ((24.669394644732687 60.121709103555915, 24.669236008806926 60.123952019400804, 24.673731217392735 60.12403110212471, 24.673889548039977 60.12178817914887, 24.669394644732687 60.121709103555915))"
21,727544.0,2.73,42335693,both,727544.0,5.35,42335693,both,2.6199999999999997,0.9597069597069596,"POLYGON ((24.673889548039977 60.12178817914887, 24.673731217392735 60.12403110212471, 24.678226451083592 60.12411003232402, 24.678384476446716 60.12186710223097, 24.673889548039977 60.12178817914887))"
22,727545.0,1.2,42337843,both,727545.0,2.12,42337843,both,0.9200000000000002,0.7666666666666668,"POLYGON ((24.678384476446716 60.12186710223097, 24.678226451083592 60.12411003232402, 24.682721709831235 60.12418880999704, 24.68287942990464 60.12194587280048, 24.678384476446716 60.12186710223097))"
23,727552.0,0.65,42337985,both,727552.0,1.54,42337985,both,0.89,1.3692307692307693,"POLYGON ((24.709849674024472 60.12241529335912, 24.70969378580619 60.124658272888595, 24.71418921859962 60.12473598283045, 24.71434480148934 60.12249299629351, 24.709849674024472 60.12241529335912))"
24,727558.0,1.8199999999999998,42337721,both,727558.0,3.62,42337721,both,1.8000000000000003,0.9890109890109893,"POLYGON ((24.736820807824106 60.12287922304215, 24.736666751659566 60.12512224441054, 24.741162331752104 60.12519903908913, 24.741316082555205 60.12295601079561, 24.736820807824106 60.12287922304215))"
25,730243.0,0.7,42336325,both,730243.0,2.17,42336325,both,1.47,2.1,"POLYGON ((24.669236008806926 60.123952019400804, 24.669077347727843 60.126194934227506, 24.673572861640444 60.126274024083315, 24.673731217392735 60.12403110212471, 24.669236008806926 60.123952019400804))"
26,730244.0,11.15,42336893,both,730244.0,20.29,42336893,both,9.139999999999999,0.8197309417040357,"POLYGON ((24.673731217392735 60.12403110212471, 24.673572861640444 60.126274024083315, 24.67806840066369 60.12635296140083, 24.678226451083592 60.12411003232402, 24.673731217392735 60.12403110212471))"
27,730245.0,1.18,42336417,both,730245.0,2.36,42336417,both,1.18,1.0,"POLYGON ((24.678226451083592 60.12411003232402, 24.67806840066369 60.12635296140083, 24.68256396474932 60.12643174617831, 24.682721709831235 60.12418880999704, 24.678226451083592 60.12411003232402))"
28,730250.0,0.93,42337873,both,730250.0,2.0,42337873,both,1.0699999999999998,1.150537634408602,"POLYGON ((24.700702994424166 60.12450239539244, 24.70054647074992 60.1267453598544, 24.70504215942316 60.12682338190651, 24.705198377731616 60.12458041040872, 24.700702994424166 60.12450239539244))"
29,730251.0,2.62,42337999,both,730251.0,5.72,42337999,both,3.0999999999999996,1.1832061068702289,"POLYGON ((24.705198377731616 60.12458041040872, 24.70504215942316 60.12682338190651, 24.709537872869063 60.12690125140853, 24.70969378580619 60.124658272888595, 24.705198377731616 60.12458041040872))"
30,730252.0,0.33999999999999997,42338942,both,730252.0,0.5900000000000001,42338942,both,0.2500000000000001,0.7352941176470592,"POLYGON ((24.70969378580619 60.124658272888595, 24.709537872869063 60.12690125140853, 24.714033611039337 60.126978968358785, 24.71418921859962 60.12473598283045, 24.70969378580619 60.124658272888595))"
31,730253.0,0.4,42338003,both,730253.0,0.7,42338003,both,0.29999999999999993,0.7499999999999998,"POLYGON ((24.71418921859962 60.12473598283045, 24.714033611039337 60.126978968358785, 24.718529373885683 60.127056532755596, 24.718684676063617 60.124813540232545, 24.71418921859962 60.12473598283045))"
32,730256.0,0.93,42337746,both,730256.0,1.66,42337746,both,0.7299999999999999,0.7849462365591396,"POLYGON ((24.727675664810175 60.12496819741095, 24.72752097341342 60.12721120388218, 24.73201680999822 60.12728831060867, 24.73217119599616 60.12504529718393, 24.727675664810175 60.12496819741095))"
33,732942.0,8.3,42338404,both,732942.0,13.82,42338404,both,5.52,0.6650602409638553,"POLYGON ((24.66458185897418 60.126115691835054, 24.664422867366714 60.128358598496995, 24.668918661489826 60.12843784803606, 24.669077347727843 60.126194934227506, 24.66458185897418 60.126115691835054))"
34,732943.0,3.32,42338123,both,732943.0,6.1899999999999995,42338123,both,2.8699999999999997,0.8644578313253012,"POLYGON ((24.669077347727843 60.126194934227506, 24.668918661489826 60.12843784803606, 24.67341448077749 60.128516945024764, 24.673572861640444 60.126274024083315, 24.669077347727843 60.126194934227506))"
35,732944.0,18.45,42338715,both,732944.0,35.39,42338715,both,16.94,0.9181571815718158,"POLYGON ((24.673572861640444 60.126274024083315, 24.67341448077749 60.128516945024764, 24.677910325181415 60.12859588946142, 24.67806840066369 60.12635296140083, 24.673572861640444 60.126274024083315))"
36,732945.0,31.16,42340127,both,732945.0,54.02,42340127,both,22.860000000000003,0.733632862644416,"POLYGON ((24.67806840066369 60.12635296140083, 24.677910325181415 60.12859588946142, 24.68240619465331 60.12867468134435, 24.68256396474932 60.12643174617831, 24.67806840066369 60.12635296140083))"
37,732946.0,5.91,42341231,both,732946.0,10.540000000000001,42341231,both,4.630000000000001,0.7834179357021998,"POLYGON ((24.68256396474932 60.12643174617831, 24.68240619465331 60.12867468134435, 24.686902089144883 60.128753320671834, 24.687059553849043 60.1265103784141, 24.68256396474932 60.12643174617831))"
38,732949.0,2.27,42339234,both,732949.0,3.8,42339234,both,1.5299999999999998,0.6740088105726871,"POLYGON ((24.696050806897624 60.12666718525384, 24.695893952993885 60.128910141653805, 24.700389922254722 60.12898832330492, 24.70054647074992 60.1267453598544, 24.696050806897624 60.12666718525384))"
39,732950.0,2.35,42341642,both,732950.0,4.03,42341642,both,1.6800000000000002,0.7148936170212766,"POLYGON ((24.70054647074992 60.1267453598544, 24.700389922254722 60.12898832330492, 24.70488591634205 60.12906635239385, 24.70504215942316 60.12682338190651, 24.70054647074992 60.1267453598544))"
40,732952.0,1.57,42341571,both,732952.0,2.58,42341571,both,1.01,0.643312101910828,"POLYGON ((24.709537872869063 60.12690125140853, 24.709381935207567 60.12914422891896, 24.713877978802977 60.129221952878574, 24.714033611039337 60.126978968358785, 24.709537872869063 60.12690125140853))"
41,732953.0,1.37,42342312,both,732953.0,3.32,42342312,both,1.9499999999999997,1.4233576642335763,"POLYGON ((24.714033611039337 60.126978968358785, 24.713877978802977 60.129221952878574, 24.718374047079966 60.129299524271005, 24.718529373885683 60.127056532755596, 24.714033611039337 60.126978968358785))"
42,732954.0,0.8299999999999998,42341365,both,732954.0,1.02,42341365,both,0.19000000000000017,0.22891566265060265,"POLYGON ((24.718529373885683 60.127056532755596, 24.718374047079966 60.129299524271005, 24.72287013999024 60.12937694309463, 24.72302516135981 60.127133944597276, 24.718529373885683 60.127056532755596))"
43,732957.0,0.16,42342151,both,732957.0,0.65,42342151,both,0.49,3.0625,"POLYGON ((24.73201680999822 60.12728831060867, 24.73186239951739 60.129531323028665, 24.73635856603765 60.129608284135806, 24.7365126710659 60.12736526477509, 24.73201680999822 60.12728831060867))"
44,735641.0,1.0,42342065,both,735641.0,1.56,42342065,both,0.56,0.56,"POLYGON ((24.65992709845644 60.1282791964093, 24.65976777622403 60.13052209489074, 24.664263850546412 60.13060150413975, 24.664422867366714 60.128358598496995, 24.65992709845644 60.1282791964093))"
45,735642.0,7.36,42341300,both,735642.0,12.6,42341300,both,5.239999999999999,0.7119565217391303,"POLYGON ((24.664422867366714 60.128358598496995, 24.664263850546412 60.13060150413975, 24.668759950087264 60.130680760826365, 24.668918661489826 60.12843784803606, 24.664422867366714 60.128358598496995))"
46,735643.0,7.26,42342464,both,735643.0,15.12,42342464,both,7.859999999999999,1.0826446280991735,"POLYGON ((24.668918661489826 60.12843784803606, 24.668759950087264 60.130680760826365, 24.67325607479828 60.13075986494893, 24.67341448077749 60.128516945024764, 24.668918661489826 60.12843784803606))"
47,735645.0,13.32,42341875,both,735645.0,23.78,42341875,both,10.46,0.7852852852852853,"POLYGON ((24.677910325181415 60.12859588946142, 24.67775222463117 60.13083881650571, 24.682248399537624 60.13091761549505, 24.68240619465331 60.12867468134435, 24.677910325181415 60.12859588946142))"
48,735646.0,5.88,42345428,both,735646.0,12.11,42345428,both,6.2299999999999995,1.0595238095238095,"POLYGON ((24.68240619465331 60.12867468134435, 24.682248399537624 60.13091761549505, 24.686744599469346 60.130996261915215, 24.686902089144883 60.128753320671834, 24.68240619465331 60.12867468134435))"
49,735650.0,1.33,42345430,both,735650.0,2.27,42345430,both,0.94,0.706766917293233,"POLYGON ((24.700389922254722 60.12898832330492, 24.700233348933033 60.131231285743965, 24.704729648482747 60.13130932187067, 24.70488591634205 60.12906635239385, 24.700389922254722 60.12898832330492))"
50,735651.0,1.05,42342764,both,735651.0,2.99,42342764,both,1.9400000000000002,1.8476190476190477,"POLYGON ((24.70488591634205 60.12906635239385, 24.704729648482747 60.13130932187067, 24.70922597281618 60.13138720541984, 24.709381935207567 60.12914422891896, 24.70488591634205 60.12906635239385))"
51,735652.0,1.06,42342551,both,735652.0,1.93,42342551,both,0.8699999999999999,0.8207547169811319,"POLYGON ((24.709381935207567 60.12914422891896, 24.70922597281618 60.13138720541984, 24.71372232188503 60.131464936389776, 24.713877978802977 60.129221952878574, 24.709381935207567 60.12914422891896))"
52,735654.0,0.5800000000000001,42344122,both,735654.0,1.25,42344122,both,0.6699999999999999,1.1551724137931032,"POLYGON ((24.718374047079966 60.129299524271005, 24.718218695640974 60.13154251477879, 24.722715094035696 60.13161994058526, 24.72287013999024 60.12937694309463, 24.718374047079966 60.129299524271005))"
53,738341.0,1.31,42343916,both,738341.0,2.19,42343916,both,0.8799999999999999,0.6717557251908396,"POLYGON ((24.65976777622403 60.13052209489074, 24.65960842872486 60.13276499235203, 24.664104808507645 60.13284440876331, 24.664263850546412 60.13060150413975, 24.65976777622403 60.13052209489074))"
54,738342.0,1.02,42344342,both,738342.0,1.7000000000000002,42344342,both,0.6800000000000002,0.6666666666666669,"POLYGON ((24.664263850546412 60.13060150413975, 24.664104808507645 60.13284440876331, 24.66860121351453 60.132923672598466, 24.668759950087264 60.130680760826365, 24.664263850546412 60.13060150413975))"
55,738343.0,7.3100000000000005,42343042,both,738343.0,13.84,42343042,both,6.529999999999999,0.8932968536251709,"POLYGON ((24.668759950087264 60.130680760826365, 24.66860121351453 60.132923672598466, 24.673097643697204 60.133002783855844, 24.67325607479828 60.13075986494893, 24.668759950087264 60.130680760826365))"
56,738344.0,3.3,42343923,both,738344.0,6.87,42343923,both,3.5700000000000003,1.081818181818182,"POLYGON ((24.67325607479828 60.13075986494893, 24.673097643697204 60.133002783855844, 24.677594099007354 60.133081742533726, 24.67775222463117 60.13083881650571, 24.67325607479828 60.13075986494893))"
57,738345.0,14.19,42343926,both,738345.0,26.14,42343926,both,11.950000000000001,0.8421423537702608,"POLYGON ((24.67775222463117 60.13083881650571, 24.677594099007354 60.133081742533726, 24.682090579396675 60.13316054863043, 24.682248399537624 60.13091761549505, 24.67775222463117 60.13083881650571))"
58,738346.0,2.37,42343711,both,738346.0,3.85,42343711,both,1.48,0.6244725738396624,"POLYGON ((24.682248399537624 60.13091761549505, 24.682090579396675 60.13316054863043, 24.686587084816846 60.133239202144246, 24.686744599469346 60.130996261915215, 24.682248399537624 60.13091761549505))"
59,738351.0,0.69,42342670,both,738351.0,1.33,42342670,both,0.6400000000000001,0.9275362318840582,"POLYGON ((24.704729648482747 60.13130932187067, 24.70457335583972 60.13355229033697, 24.709069985689386 60.13363018091115, 24.70922597281618 60.13138720541984, 24.704729648482747 60.13130932187067))"
60,738355.0,0.9,42344682,both,738355.0,1.46,42344682,both,0.5599999999999999,0.6222222222222221,"POLYGON ((24.722715094035696 60.13161994058526, 24.722560023490693 60.13386293706917, 24.72705675201414 60.1339402172615, 24.727211517020883 60.13169721380749, 24.722715094035696 60.13161994058526))"
61,738356.0,1.76,42345671,both,738356.0,2.96,42345671,both,1.2,0.6818181818181818,"POLYGON ((24.727211517020883 60.13169721380749, 24.72705675201414 60.1339402172615, 24.73155350508521 60.13401734485418, 24.73170796454821 60.13177433444384, 24.727211517020883 60.13169721380749))"
62,741041.0,0.89,42343823,both,741041.0,2.04,42343823,both,1.15,1.292134831460674,"POLYGON ((24.65960842872486 60.13276499235203, 24.65944905595328 60.13500788879315, 24.663945741244778 60.135087312367645, 24.664104808507645 60.13284440876331, 24.65960842872486 60.13276499235203))"
63,741042.0,21.580000000000002,42344617,both,741042.0,38.58,42344617,both,16.999999999999996,0.7877664504170526,"POLYGON ((24.664104808507645 60.13284440876331, 24.663945741244778 60.135087312367645, 24.668442451766005 60.13516658335235, 24.66860121351453 60.132923672598466, 24.664104808507645 60.13284440876331))"
64,741043.0,6.970000000000001,42345033,both,741043.0,12.52,42345033,both,5.549999999999999,0.7962697274031562,"POLYGON ((24.66860121351453 60.132923672598466, 24.668442451766005 60.13516658335235, 24.672939187468646 60.13524570174551, 24.673097643697204 60.133002783855844, 24.66860121351453 60.132923672598466))"
65,741044.0,1.02,42347172,both,741044.0,1.99,42347172,both,0.97,0.9509803921568627,"POLYGON ((24.673097643697204 60.133002783855844, 24.672939187468646 60.13524570174551, 24.67743594830437 60.13532466754546, 24.677594099007354 60.133081742533726, 24.673097643697204 60.133002783855844))"
66,741045.0,8.040000000000001,42348271,both,741045.0,15.69,42348271,both,7.649999999999999,0.9514925373134325,"POLYGON ((24.677594099007354 60.133081742533726, 24.67743594830437 60.13532466754546, 24.68193273422487 60.13540348075048, 24.682090579396675 60.13316054863043, 24.677594099007354 60.133081742533726))"
67,741046.0,12.34,42348372,both,741046.0,23.81,42348372,both,11.469999999999999,0.9294975688816854,"POLYGON ((24.682090579396675 60.13316054863043, 24.68193273422487 60.13540348075048, 24.686429545181806 60.135482141358914, 24.686587084816846 60.133239202144246, 24.682090579396675 60.13316054863043))"
68,741047.0,7.24,42349686,both,741047.0,12.34,42349686,both,5.1,0.7044198895027624,"POLYGON ((24.686587084816846 60.133239202144246, 24.686429545181806 60.135482141358914, 24.69092638112686 60.13556064936901, 24.69108361521955 60.133317703073494, 24.686587084816846 60.133239202144246))"
69,741114.0,2.58,42700793,both,741114.0,4.15,42700793,both,1.5700000000000003,0.6085271317829458,"POLYGON ((24.987907435396828 60.138161318129036, 24.987770378895245 60.14040470138963, 24.99226877887191 60.14047298163782, 24.992405529481857 60.13822959221699, 24.987907435396828 60.138161318129036))"
70,743739.0,1.01,42350473,both,743739.0,2.72,42350473,both,1.7100000000000002,1.6930693069306932,"POLYGON ((24.650455761252747 60.13484858388148, 24.65029575210601 60.13709146493273, 24.654792692338823 60.13717120087344, 24.654952395939834 60.13492831263051, 24.650455761252747 60.13484858388148))"
71,743740.0,8.39,42349636,both,743740.0,15.73,42349636,both,7.34,0.8748510131108461,"POLYGON ((24.654952395939834 60.13492831263051, 24.654792692338823 60.13717120087344, 24.659289657903653 60.13725078421402, 24.65944905595328 60.13500788879315, 24.654952395939834 60.13492831263051))"
72,743741.0,25.01,42350084,both,743741.0,46.72,42350084,both,21.709999999999997,0.8680527788884445,"POLYGON ((24.65944905595328 60.13500788879315, 24.659289657903653 60.13725078421402, 24.663786648752183 60.13733021495274, 24.663945741244778 60.135087312367645, 24.65944905595328 60.13500788879315))"
73,743742.0,32.43,42351423,both,743742.0,58.43,42351423,both,26.0,0.8017267961763799,"POLYGON ((24.663945741244778 60.135087312367645, 24.663786648752183 60.13733021495274, 24.66828366483607 60.137409493087944, 24.668442451766005 60.13516658335235, 24.663945741244778 60.135087312367645))"
74,743743.0,44.84,42352122,both,743743.0,88.69,42352122,both,43.849999999999994,0.9779214986619088,"POLYGON ((24.668442451766005 60.13516658335235, 24.66828366483607 60.137409493087944, 24.672780706106995 60.137488618617866, 24.672939187468646 60.13524570174551, 24.668442451766005 60.13516658335235))"
75,743744.0,24.9,42355018,both,743744.0,57.410000000000004,42355018,both,32.510000000000005,1.3056224899598396,"POLYGON ((24.672939187468646 60.13524570174551, 24.672780706106995 60.137488618617866, 24.677277772516625 60.137567591540815, 24.67743594830437 60.13532466754546, 24.672939187468646 60.13524570174551))"
76,743745.0,8.45,42356164,both,743745.0,15.26,42356164,both,6.8100000000000005,0.8059171597633137,"POLYGON ((24.67743594830437 60.13532466754546, 24.677277772516625 60.137567591540815, 24.68177486401662 60.13764641185516, 24.68193273422487 60.13540348075048, 24.67743594830437 60.13532466754546))"
77,743746.0,0.69,42357500,both,743746.0,1.26,42357500,both,0.5700000000000001,0.8260869565217392,"POLYGON ((24.68193273422487 60.13540348075048, 24.68177486401662 60.13764641185516, 24.68627198055865 60.13772507955915, 24.686429545181806 60.135482141358914, 24.68193273422487 60.13540348075048))"
78,743747.0,5.61,42356866,both,743747.0,9.23,42356866,both,3.62,0.6452762923351159,"POLYGON ((24.686429545181806 60.135482141358914, 24.68627198055865 60.13772507955915, 24.69076912209438 60.137803594651096, 24.69092638112686 60.13556064936901, 24.686429545181806 60.135482141358914))"
79,743813.0,1.62,42701192,both,743813.0,3.28,42701192,both,1.6599999999999997,1.024691358024691,"POLYGON ((24.98327200066519 60.14033626843741, 24.9831346164818 60.14257964456913, 24.987633300647065 60.142648083696166, 24.987770378895245 60.14040470138963, 24.98327200066519 60.14033626843741))"
80,743814.0,0.48,42704105,both,743814.0,0.85,42704105,both,0.37,0.7708333333333334,"POLYGON ((24.987770378895245 60.14040470138963, 24.987633300647065 60.142648083696166, 24.992132006563793 60.14271637010546, 24.99226877887191 60.14047298163782, 24.987770378895245 60.14040470138963))"
81,746437.0,5.38,42354637,both,746437.0,11.07,42354637,both,5.69,1.0576208178438662,"POLYGON ((24.641301947829753 60.13693153525775, 24.64114130213158 60.13917440086032, 24.645638497138084 60.13925444921629, 24.645798837253547 60.13701157639359, 24.641301947829753 60.13693153525775))"
82,746438.0,0.25,42357815,both,746438.0,0.58,42357815,both,0.32999999999999996,1.3199999999999998,"POLYGON ((24.645798837253547 60.13701157639359, 24.645638497138084 60.13925444921629, 24.650135717578934 60.1393343449618, 24.65029575210601 60.13709146493273, 24.645798837253547 60.13701157639359))"
83,746439.0,3.44,42357229,both,746439.0,4.26,42357229,both,0.8199999999999998,0.23837209302325577,"POLYGON ((24.65029575210601 60.13709146493273, 24.650135717578934 60.1393343449618, 24.654632963405795 60.139414088095165, 24.654792692338823 60.13717120087344, 24.65029575210601 60.13709146493273))"
84,746440.0,9.83,42359122,both,746440.0,16.78,42359122,both,6.950000000000001,0.7070193285859614,"POLYGON ((24.654792692338823 60.13717120087344, 24.654632963405795 60.139414088095165, 24.659130234570334 60.13949367861466, 24.659289657903653 60.13725078421402, 24.654792692338823 60.13717120087344))"
85,746441.0,41.65,42357074,both,746441.0,78.27,42357074,both,36.62,0.8792316926770708,"POLYGON ((24.659289657903653 60.13725078421402, 24.659130234570334 60.13949367861466, 24.66362753102422 60.139573116518584, 24.663786648752183 60.13733021495274, 24.659289657903653 60.13725078421402))"
86,746442.0,28.22,42359094,both,746442.0,58.15,42359094,both,29.93,1.060595322466336,"POLYGON ((24.663786648752183 60.13733021495274, 24.66362753102422 60.139573116518584, 24.668124852719103 60.139652401805236, 24.66828366483607 60.137409493087944, 24.663786648752183 60.13733021495274))"
87,746443.0,15.66,42361266,both,746443.0,31.39,42361266,both,15.73,1.004469987228608,"POLYGON ((24.66828366483607 60.137409493087944, 24.668124852719103 60.139652401805236, 24.672622199606646 60.139731534472865, 24.672780706106995 60.137488618617866, 24.66828366483607 60.137409493087944))"
88,746444.0,26.93,42360011,both,746444.0,52.76,42360011,both,25.83,0.9591533605644262,"POLYGON ((24.672780706106995 60.137488618617866, 24.672622199606646 60.139731534472865, 24.677119571638507 60.13981051451986, 24.677277772516625 60.137567591540815, 24.672780706106995 60.137488618617866))"
89,746445.0,15.65,42362079,both,746445.0,30.63,42362079,both,14.979999999999999,0.9571884984025558,"POLYGON ((24.677277772516625 60.137567591540815, 24.677119571638507 60.13981051451986, 24.681616968766342 60.13988934194445, 24.68177486401662 60.13764641185516, 24.677277772516625 60.137567591540815))"
90,746446.0,2.67,42362129,both,746446.0,6.23,42362129,both,3.5600000000000005,1.3333333333333335,"POLYGON ((24.68177486401662 60.13764641185516, 24.681616968766342 60.13988934194445, 24.6861143909418 60.13996801674497, 24.68627198055865 60.13772507955915, 24.68177486401662 60.13764641185516))"
91,746512.0,1.64,42700800,both,746512.0,4.22,42700800,both,2.58,1.5731707317073171,"POLYGON ((24.978635954116434 60.14251105272579, 24.978498242154362 60.1447544217132, 24.982997210498503 60.144823019745964, 24.9831346164818 60.14257964456913, 24.978635954116434 60.14251105272579))"
92,746513.0,2.72,42704109,both,746513.0,6.07,42704109,both,3.35,1.2316176470588234,"POLYGON ((24.9831346164818 60.14257964456913, 24.982997210498503 60.144823019745964, 24.98749620064742 60.14489146504867, 24.987633300647065 60.142648083696166, 24.9831346164818 60.14257964456913))"
93,749137.0,23.36,42362362,both,749137.0,46.9,42362362,both,23.54,1.0077054794520548,"POLYGON ((24.64114130213158 60.13917440086032, 24.64098063095073 60.14141726543872, 24.64547813158827 60.14149732101578, 24.645638497138084 60.13925444921629, 24.64114130213158 60.13917440086032))"
94,749138.0,54.730000000000004,42362604,both,749138.0,101.89,42362604,both,47.16,0.86168463365613,"POLYGON ((24.645638497138084 60.13925444921629, 24.64547813158827 60.14149732101578, 24.649975657665838 60.14157722396866, 24.650135717578934 60.1393343449618, 24.645638497138084 60.13925444921629))"
95,749139.0,25.02,42365750,both,749139.0,43.55,42365750,both,18.529999999999998,0.7406075139888089,"POLYGON ((24.650135717578934 60.1393343449618, 24.649975657665838 60.14157722396866, 24.654473209135087 60.14165697429566, 24.654632963405795 60.139414088095165, 24.650135717578934 60.1393343449618))"
96,749140.0,0.78,42365097,both,749140.0,1.96,42365097,both,1.18,1.5128205128205128,"POLYGON ((24.654632963405795 60.139414088095165, 24.654473209135087 60.14165697429566, 24.658970785947677 60.14173657199507, 24.659130234570334 60.13949367861466, 24.654632963405795 60.139414088095165))"
