,destination_id_YKR_1,On-site workers_1,index_YKR_1,_merge_1,destination_id_YKR_2,On-site workers_2,index_YKR_2,_merge_2,absolute_change,percentage_change,geometry
658,778924.0,20.91,42754931,both,778924.0,25.0,42754931,both,4.09,0.1956001912960306,"POLYGON ((25.031011446885575 60.17024532106044, 25.03087715141333 60.1724887520638, 25.03538005443849 60.17255558959586, 25.035514043291876 60.17031215255828, 25.031011446885575 60.17024532106044))"
659,778925.0,80.88,42755894,both,778925.0,90.0,42755894,both,9.120000000000005,0.11275964391691401,"POLYGON ((25.035514043291876 60.17031215255828, 25.03538005443849 60.17255558959586, 25.039882978743915 60.17262227421519, 25.040016660973677 60.17037883115721, 25.035514043291876 60.17031215255828))"
660,778926.0,4.26,42756891,both,778926.0,5.0,42756891,both,0.7400000000000002,0.1737089201877935,"POLYGON ((25.040016660973677 60.17037883115721, 25.039882978743915 60.17262227421519, 25.044385924280995 60.17268880592036, 25.04451929988239 60.170445356855744, 25.040016660973677 60.17037883115721))"
661,778927.0,27.44,42756990,both,778927.0,31.0,42756990,both,3.5599999999999987,0.129737609329446,"POLYGON ((25.04451929988239 60.170445356855744, 25.044385924280995 60.17268880592036, 25.04888889100113 60.17275518470993, 25.04902195996942 60.17051172965245, 25.04451929988239 60.170445356855744))"
662,778928.0,4.16,42698670,both,778928.0,6.0,42698670,both,1.8399999999999999,0.44230769230769224,"POLYGON ((25.04902195996942 60.17051172965245, 25.04888889100113 60.17275518470993, 25.053391878855724 60.17282141058249, 25.053524641186176 60.17057794954595, 25.04902195996942 60.17051172965245))"
663,778929.0,6.859999999999999,42759752,both,778929.0,10.0,42759752,both,3.1400000000000006,0.457725947521866,"POLYGON ((25.053524641186176 60.17057794954595, 25.053391878855724 60.17282141058249, 25.057894887796163 60.1728874835366, 25.058027343484063 60.17064401653476, 25.053524641186176 60.17057794954595))"
664,778934.0,0.92,42757881,both,778934.0,1.0,42757881,both,0.07999999999999996,0.08695652173913039,"POLYGON ((25.076038362515046 60.17090675541504, 25.07590713344428 60.17315024614021, 25.080410247084853 60.173215554480834, 25.08054116948965 60.17097205785929, 25.076038362515046 60.17090675541504))"
665,778935.0,10.56,42758147,both,778935.0,13.0,42758147,both,2.4399999999999995,0.231060606060606,"POLYGON ((25.08054116948965 60.17097205785929, 25.080410247084853 60.173215554480834, 25.084913381519616 60.17328070989454, 25.0850439972538 60.171037207390384, 25.08054116948965 60.17097205785929))"
666,781526.0,0.92,42398601,both,781526.0,1.0,42398601,both,0.07999999999999996,0.08695652173913039,"POLYGON ((24.589703738016286 60.16519713970799, 24.589539392647676 60.16743991152504, 24.59404028084104 60.16752173439751, 24.59420432006121 60.16527895519631, 24.589703738016286 60.16519713970799))"
667,781528.0,2.36,43094643,both,781528.0,3.0,43094643,both,0.6400000000000001,0.27118644067796616,"POLYGON ((24.59870492814175 60.165360617928386, 24.59854119507584 60.167603404500014, 24.603042135303617 60.16768492183081, 24.60320556220946 60.16544212790251, 24.59870492814175 60.165360617928386))"
668,781529.0,3.92,42401142,both,781529.0,5.0,42401142,both,1.08,0.2755102040816327,"POLYGON ((24.60320556220946 60.16544212790251, 24.603042135303617 60.16768492183081, 24.60754310147592 60.16776628638813, 24.607706222215896 60.16552348511692, 24.60320556220946 60.16544212790251))"
669,781530.0,5.26,42401511,both,781530.0,7.0,42401511,both,1.7400000000000002,0.3307984790874525,"POLYGON ((24.607706222215896 60.16552348511692, 24.60754310147592 60.16776628638813, 24.612044093544284 60.167847498170225, 24.612206908112608 60.16560468956986, 24.607706222215896 60.16552348511692))"
670,781531.0,32.83,42401926,both,781531.0,38.0,42401926,both,5.170000000000002,0.1574779165397503,"POLYGON ((24.612206908112608 60.16560468956986, 24.612044093544284 60.167847498170225, 24.616545111460255 60.16792855717536, 24.616707619851148 60.16568574125959, 24.612206908112608 60.16560468956986))"
671,781532.0,33.9,42404211,both,781532.0,40.0,42404211,both,6.100000000000001,0.17994100294985255,"POLYGON ((24.616707619851148 60.16568574125959, 24.616545111460255 60.16792855717536, 24.62104615517537 60.168009463401795, 24.621208357383065 60.16576664018435, 24.616707619851148 60.16568574125959))"
672,781533.0,3.29,42405477,both,781533.0,5.0,42405477,both,1.71,0.5197568389057751,"POLYGON ((24.621208357383065 60.16576664018435, 24.62104615517537 60.168009463401795, 24.625547224641164 60.16809021684775, 24.625709120659906 60.16584738634242, 24.621208357383065 60.16576664018435))"
673,781534.0,6.93,42407575,both,781534.0,8.0,42407575,both,1.0700000000000003,0.15440115440115446,"POLYGON ((24.625709120659906 60.16584738634242, 24.625547224641164 60.16809021684775, 24.63004831980917 60.16817081751153, 24.63020990963321 60.16592797973207, 24.625709120659906 60.16584738634242))"
674,781535.0,23.63,42409382,both,781535.0,26.0,42409382,both,2.370000000000001,0.10029623360135426,"POLYGON ((24.63020990963321 60.16592797973207, 24.63004831980917 60.16817081751153, 24.634549440630916 60.16825126539141, 24.634710724254532 60.16600842035154, 24.63020990963321 60.16592797973207))"
675,781536.0,29.23,42409395,both,781536.0,37.0,42409395,both,7.77,0.26582278481012656,"POLYGON ((24.634710724254532 60.16600842035154, 24.634549440630916 60.16825126539141, 24.639050587057945 60.16833156048564, 24.639211564475403 60.16608870819911, 24.634710724254532 60.16600842035154))"
676,781537.0,0.95,42410830,both,781537.0,1.0,42410830,both,0.050000000000000044,0.052631578947368474,"POLYGON ((24.639211564475403 60.16608870819911, 24.639050587057945 60.16833156048564, 24.643551759041777 60.168411702792476, 24.64371243024737 60.16616884327307, 24.639211564475403 60.16608870819911))"
677,781538.0,19.22,42410960,both,781538.0,22.0,42410960,both,2.780000000000001,0.14464099895941734,"POLYGON ((24.64371243024737 60.16616884327307, 24.643551759041777 60.168411702792476, 24.64805295653394 60.168491692310226, 24.64821332152197 60.16624882557168, 24.64371243024737 60.16616884327307))"
678,781539.0,4.36,42412413,both,781539.0,6.0,42412413,both,1.6399999999999997,0.3761467889908256,"POLYGON ((24.64821332152197 60.16624882557168, 24.64805295653394 60.168491692310226, 24.652554179485968 60.16857152903715, 24.652714238250734 60.16632865509323, 24.64821332152197 60.16624882557168))"
679,781540.0,20.11,42412810,both,781540.0,22.0,42412810,both,1.8900000000000006,0.09398309298856293,"POLYGON ((24.652714238250734 60.16632865509323, 24.652554179485968 60.16857152903715, 24.657055427849375 60.168651212971554, 24.6572151803852 60.16640833183599, 24.652714238250734 60.16632865509323))"
680,781541.0,9.65,42413888,both,781541.0,11.0,42413888,both,1.3499999999999996,0.1398963730569948,"POLYGON ((24.6572151803852 60.16640833183599, 24.657055427849375 60.168651212971554, 24.661556701575687 60.1687307441117, 24.661716147876906 60.16648785579827, 24.6572151803852 60.16640833183599))"
681,781542.0,92.16,42348395,both,781542.0,111.0,42348395,both,18.840000000000003,0.20442708333333337,"POLYGON ((24.661716147876906 60.16648785579827, 24.661556701575687 60.1687307441117, 24.666058000616427 60.16881012245588, 24.66621714067738 60.16656722697834, 24.661716147876906 60.16648785579827))"
682,781543.0,4.0,42414185,both,781543.0,6.0,42414185,both,2.0,0.5,"POLYGON ((24.66621714067738 60.16656722697834, 24.666058000616427 60.16881012245588, 24.670559324923108 60.16888934800241, 24.67071815873815 60.166646445374504, 24.66621714067738 60.16656722697834))"
683,781544.0,8.450000000000001,42414262,both,781544.0,10.0,42414262,both,1.549999999999999,0.18343195266272175,"POLYGON ((24.67071815873815 60.166646445374504, 24.670559324923108 60.16888934800241, 24.675060674447252 60.16896842074955, 24.675219202010748 60.16672551098504, 24.67071815873815 60.166646445374504))"
684,781545.0,3.6799999999999997,42416106,both,781545.0,5.0,42416106,both,1.3200000000000003,0.35869565217391314,"POLYGON ((24.675219202010748 60.16672551098504, 24.675060674447252 60.16896842074955, 24.679562049140376 60.169047340695634, 24.679720270446698 60.16680442380826, 24.675219202010748 60.16672551098504))"
685,781547.0,4.62,42569828,both,781547.0,5.0,42569828,both,0.3799999999999999,0.08225108225108223,"POLYGON ((24.68422136399752 60.1668831838425, 24.684063448953992 60.169126107838935, 24.68856487383961 60.169204722177795, 24.688722482614743 60.16696179108601, 24.68422136399752 60.1668831838425))"
686,781548.0,2.27,42417626,both,781548.0,3.0,42417626,both,0.73,0.32158590308370044,"POLYGON ((24.688722482614743 60.16696179108601, 24.68856487383961 60.169204722177795, 24.69306632374874 60.16928318371049, 24.693223626249885 60.16704024553713, 24.688722482614743 60.16696179108601))"
687,781549.0,2.89,42418953,both,781549.0,5.0,42418953,both,2.11,0.7301038062283737,"POLYGON ((24.693223626249885 60.16704024553713, 24.69306632374874 60.16928318371049, 24.697567798632903 60.16936149243535, 24.697724794854473 60.16711854719418, 24.693223626249885 60.16704024553713))"
688,781550.0,116.62,42389569,both,781550.0,135.0,42389569,both,18.379999999999995,0.15760589950265816,"POLYGON ((24.697724794854473 60.16711854719418, 24.697567798632903 60.16936149243535, 24.702069298443586 60.16943964835067, 24.702225988380015 60.16719669605544, 24.697724794854473 60.16711854719418))"
689,781552.0,1.5499999999999998,42447293,both,781552.0,2.0,42447293,both,0.4500000000000002,0.2903225806451614,"POLYGON ((24.706727206778037 60.16727469211928, 24.70657082313231 60.169517651454804, 24.711072372650573 60.16959550174606, 24.711228450000043 60.16735253538399, 24.706727206778037 60.16727469211928))"
690,781553.0,11.03,43223806,both,781553.0,17.0,43223806,both,5.970000000000001,0.5412511332728922,"POLYGON ((24.711228450000043 60.16735253538399, 24.711072372650573 60.16959550174606, 24.715573946949874 60.16967319922275, 24.715729717997554 60.16743022584791, 24.711228450000043 60.16735253538399))"
691,781554.0,5.03,42418996,both,781554.0,7.0,42418996,both,1.9699999999999998,0.3916500994035785,"POLYGON ((24.715729717997554 60.16743022584791, 24.715573946949874 60.16967319922275, 24.720075545981718 60.169750743883206, 24.720231010722074 60.16750776350934, 24.715729717997554 60.16743022584791))"
692,781555.0,0.33,42421897,both,781555.0,1.0,42421897,both,0.6699999999999999,2.03030303030303,"POLYGON ((24.720231010722074 60.16750776350934, 24.720075545981718 60.169750743883206, 24.724577169697607 60.16982813572577, 24.72473232812512 60.16758514836663, 24.720231010722074 60.16750776350934))"
693,781556.0,87.14,42445907,both,781556.0,107.0,42445907,both,19.86,0.22790911177415651,"POLYGON ((24.72473232812512 60.16758514836663, 24.724577169697607 60.16982813572577, 24.729078818049032 60.16990537474878, 24.729233670158198 60.16766238041814, 24.72473232812512 60.16758514836663))"
694,781557.0,51.13,42420670,both,781557.0,59.0,42420670,both,7.869999999999997,0.1539213768824564,"POLYGON ((24.729233670158198 60.16766238041814, 24.729078818049032 60.16990537474878, 24.73358049098749 60.16998246095058, 24.733735036772813 60.16773945966219, 24.729233670158198 60.16766238041814))"
695,781558.0,28.52,42425129,both,781558.0,33.0,42425129,both,4.48,0.15708274894810662,"POLYGON ((24.733735036772813 60.16773945966219, 24.73358049098749 60.16998246095058, 24.738082188464475 60.17005939432947, 24.73823642792047 60.1678163860971, 24.733735036772813 60.16773945966219))"
696,781559.0,25.96,42428387,both,781559.0,30.0,42428387,both,4.039999999999999,0.15562403697996915,"POLYGON ((24.73823642792047 60.1678163860971, 24.738082188464475 60.17005939432947, 24.74258391043148 60.17013617488386, 24.74273784355267 60.167893159721274, 24.73823642792047 60.1678163860971))"
697,781560.0,2.64,42427801,both,781560.0,7.0,42427801,both,4.359999999999999,1.6515151515151512,"POLYGON ((24.74273784355267 60.167893159721274, 24.74258391043148 60.17013617488386, 24.74708565684 60.17021280261204, 24.747239283620917 60.167969780533, 24.74273784355267 60.167893159721274))"
698,781561.0,53.72,42389827,both,781561.0,91.0,42389827,both,37.28,0.6939687267311988,"POLYGON ((24.747239283620917 60.167969780533, 24.74708565684 60.17021280261204, 24.751587427641514 60.170289277512396, 24.751740748076713 60.168046248530665, 24.747239283620917 60.167969780533))"
699,781563.0,10.94,42430276,both,781563.0,16.0,42430276,both,5.0600000000000005,0.46252285191956133,"POLYGON ((24.75624223687155 60.16812256371259, 24.756089222787512 60.17036559958328, 24.760591042229485 60.170441768823025, 24.760743749956927 60.168198726077186, 24.75624223687155 60.16812256371259))"
700,781564.0,64.39,42431572,both,781564.0,77.0,42431572,both,12.61,0.1958378630222084,"POLYGON ((24.760743749956927 60.168198726077186, 24.760591042229485 60.170441768823025, 24.765092885918914 60.17051778523002, 24.76524528728434 60.168274735622774, 24.760743749956927 60.168198726077186))"
701,781565.0,42.42,42434328,both,781565.0,55.0,42434328,both,12.579999999999998,0.2965582272512965,"POLYGON ((24.76524528728434 60.168274735622774, 24.765092885918914 60.17051778523002, 24.769594753807283 60.17059364880262, 24.769746848805283 60.168350592347736, 24.76524528728434 60.168274735622774))"
702,781566.0,35.94,42434779,both,781566.0,49.0,42434779,both,13.060000000000002,0.3633834168057875,"POLYGON ((24.769746848805283 60.168350592347736, 24.769594753807283 60.17059364880262, 24.774096645846065 60.17066935953921, 24.774248434471243 60.16842629625043, 24.769746848805283 60.168350592347736))"
703,781567.0,389.99,42437443,both,781567.0,471.0,42437443,both,81.00999999999999,0.20772327495576806,"POLYGON ((24.774248434471243 60.16842629625043, 24.774096645846065 60.17066935953921, 24.77859856198675 60.17074491743812, 24.778750044233714 60.16850184732925, 24.774248434471243 60.16842629625043))"
704,781568.0,3.37,42449720,both,781568.0,4.0,42449720,both,0.6299999999999999,0.1869436201780415,"POLYGON ((24.778750044233714 60.16850184732925, 24.77859856198675 60.17074491743812, 24.78310050218081 60.17082032249778, 24.783251678044184 60.168577245582554, 24.778750044233714 60.16850184732925))"
705,781569.0,1.62,42449960,both,781569.0,2.0,42449960,both,0.3799999999999999,0.23456790123456783,"POLYGON ((24.783251678044184 60.168577245582554, 24.78310050218081 60.17082032249778, 24.78760246637972 60.17089557471651, 24.787753335854138 60.1686524910087, 24.783251678044184 60.168577245582554))"
706,781570.0,3.0300000000000002,42450701,both,781570.0,5.0,42450701,both,1.9699999999999998,0.65016501650165,"POLYGON ((24.787753335854138 60.1686524910087, 24.78760246637972 60.17089557471651, 24.792104454534957 60.17097067409273, 24.792255017615062 60.1687275836061, 24.787753335854138 60.1686524910087))"
707,781571.0,0.8,42451128,both,781571.0,1.0,42451128,both,0.19999999999999996,0.24999999999999994,"POLYGON ((24.792255017615062 60.1687275836061, 24.792104454534957 60.17097067409273, 24.79660646659799 60.17104562062484, 24.79675672327844 60.16880252337313, 24.792255017615062 60.1687275836061))"
708,781572.0,73.61,42347991,both,781572.0,82.0,42347991,both,8.39,0.11397907892949329,"POLYGON ((24.79675672327844 60.16880252337313, 24.79660646659799 60.17104562062484, 24.801108502520293 60.17112041431116, 24.80125845279575 60.1688773103082, 24.79675672327844 60.16880252337313))"
709,781573.0,887.51,42724169,both,781573.0,1432.0,42724169,both,544.49,0.6135029464456738,"POLYGON ((24.80125845279575 60.1688773103082, 24.801108502520293 60.17112041431116, 24.805610562253335 60.17119505515014, 24.805760206118478 60.16895194440964, 24.80125845279575 60.1688773103082))"
710,781574.0,10.92,42450153,both,781574.0,13.0,42450153,both,2.08,0.1904761904761905,"POLYGON ((24.805760206118478 60.16895194440964, 24.805610562253335 60.17119505515014, 24.810112645748585 60.17126954314017, 24.8102619831981 60.16902642567591, 24.805760206118478 60.16895194440964))"
711,781575.0,14.93,42450196,both,781575.0,22.0,42450196,both,7.07,0.4735432016075017,"POLYGON ((24.8102619831981 60.16902642567591, 24.810112645748585 60.17126954314017, 24.814614752957507 60.17134387827963, 24.81476378398609 60.16910075410537, 24.8102619831981 60.16902642567591))"
712,781578.0,945.09,42709341,both,781578.0,1927.0,42709341,both,981.91,1.0389592525579574,"POLYGON ((24.823767456493087 60.16924895244753, 24.823619038322228 60.171492090000456, 24.82812121638095 60.17156596657865, 24.828269328115038 60.16932282235703, 24.823767456493087 60.16924895244753))"
713,781579.0,442.86,42742693,both,781579.0,767.0,42742693,both,324.14,0.7319243101657408,"POLYGON ((24.828269328115038 60.16932282235703, 24.82812121638095 60.17156596657865, 24.832623417959194 60.17163969029987, 24.832771223251253 60.169396539423346, 24.828269328115038 60.16932282235703))"
714,781585.0,2.0300000000000002,42758580,both,781585.0,3.0,42758580,both,0.9699999999999998,0.47783251231527074,"POLYGON ((24.855281049947642 60.16976283205197, 24.855134776944222 60.17200601599658, 24.859637118620167 60.172078822542964, 24.859783085150234 60.16983563202608, 24.855281049947642 60.16976283205197))"
715,781586.0,2.5,42759513,both,781586.0,3.0,42759513,both,0.5,0.2,"POLYGON ((24.859783085150234 60.16983563202608, 24.859637118620167 60.172078822542964, 24.864139483475807 60.17215147622139, 24.864285143527336 60.16990827914598, 24.859783085150234 60.16983563202608))"
716,781597.0,39.35,42979795,both,781597.0,46.0,42979795,both,6.649999999999999,0.16899618805590846,"POLYGON ((24.909306991216674 60.1706263430215, 24.909164396233177 60.17286960492479, 24.91366701286066 60.17294057695306, 24.91380930130933 60.17069730864274, 24.909306991216674 60.1706263430215))"
717,781598.0,3.8200000000000003,42976038,both,781598.0,5.0,42976038,both,1.1799999999999997,0.3089005235602093,"POLYGON ((24.91380930130933 60.17069730864274, 24.91366701286066 60.17294057695306, 24.918169652085112 60.173011396094815, 24.91831163399389 60.17076812139122, 24.91380930130933 60.17069730864274))"
718,781599.0,173.47,42760406,both,781599.0,225.0,42760406,both,51.53,0.29705424569089756,"POLYGON ((24.91831163399389 60.17076812139122, 24.918169652085112 60.173011396094815, 24.92267231385795 60.17308206234851, 24.922813989221805 60.17083878126544, 24.91831163399389 60.17076812139122))"
719,781600.0,473.18,42764382,both,781600.0,739.0,42764382,both,265.82,0.5617735322710173,"POLYGON ((24.922813989221805 60.17083878126544, 24.92267231385795 60.17308206234851, 24.92717499813061 60.17315257571266, 24.927316366944506 60.17090928826388, 24.922813989221805 60.17083878126544))"
720,781601.0,275.7,42771064,both,781601.0,374.0,42771064,both,98.30000000000001,0.35654697134566565,"POLYGON ((24.927316366944506 60.17090928826388, 24.92717499813061 60.17315257571266, 24.93167770485452 60.173222936185724, 24.931818767113427 60.170979642385014, 24.927316366944506 60.17090928826388))"
721,781602.0,425.62,42717550,both,781602.0,642.0,42717550,both,216.38,0.5083877637329073,"POLYGON ((24.931818767113427 60.170979642385014, 24.93167770485452 60.173222936185724, 24.93618043398109 60.173293143766216, 24.936321189680015 60.17104984362733, 24.931818767113427 60.170979642385014))"
722,781603.0,1760.91,42782034,both,781603.0,3183.0,42782034,both,1422.09,0.8075881220505307,"POLYGON ((24.936321189680015 60.17104984362733, 24.93618043398109 60.173293143766216, 24.940683185461754 60.17336319845259, 24.940823634595688 60.17111989198931, 24.936321189680015 60.17104984362733))"
723,781604.0,764.54,42781935,both,781604.0,860.0,42781935,both,95.46000000000004,0.12485939257592807,"POLYGON ((24.940823634595688 60.17111989198931, 24.940683185461754 60.17336319845259, 24.945185959247933 60.17343310024336, 24.94532610181189 60.17118978746948, 24.940823634595688 60.17111989198931))"
724,781605.0,1764.66,42783229,both,781605.0,2628.0,42783229,both,863.3399999999999,0.4892387202067253,"POLYGON ((24.94532610181189 60.17118978746948, 24.945185959247933 60.17343310024336, 24.949688755291042 60.17350284913702, 24.94982859128005 60.17125953006632, 24.94532610181189 60.17118978746948))"
725,781606.0,388.07,42681043,both,781606.0,499.0,42681043,both,110.93,0.2858504908908187,"POLYGON ((24.94982859128005 60.17125953006632, 24.949688755291042 60.17350284913702, 24.954191573542506 60.17357244513205, 24.954331102951592 60.1713291197783, 24.94982859128005 60.17125953006632))"
726,781607.0,305.71999999999997,42682993,both,781607.0,369.0,42682993,both,63.28000000000003,0.20698678529373293,"POLYGON ((24.954331102951592 60.1713291197783, 24.954191573542506 60.17357244513205, 24.958694413953733 60.17364188822701, 24.958833636777946 60.17139855660394, 24.954331102951592 60.1713291197783))"
727,781608.0,119.37,42688779,both,781608.0,211.0,42688779,both,91.63,0.767613303175002,"POLYGON ((24.958833636777946 60.17139855660394, 24.958694413953733 60.17364188822701, 24.963197276476148 60.17371117842032, 24.96333619271054 60.17146784054177, 24.958833636777946 60.17139855660394))"
728,781621.0,0.9199999999999999,42691959,both,781621.0,2.0,42691959,both,1.08,1.173913043478261,"POLYGON ((25.017368570505365 60.17228732200569, 25.01723333373055 60.17453073387547, 25.021736479276466 60.174598036213425, 25.02187140939817 60.17235461826726, 25.017368570505365 60.17228732200569))"
729,781622.0,6.4399999999999995,42690269,both,781622.0,9.0,42690269,both,2.5600000000000005,0.39751552795031064,"POLYGON ((25.02187140939817 60.17235461826726, 25.021736479276466 60.174598036213425, 25.026239646253227 60.174665185629216, 25.02637426971702 60.17242176162045, 25.02187140939817 60.17235461826726))"
730,781623.0,0.9,42692699,both,781623.0,1.0,42692699,both,0.09999999999999998,0.11111111111111108,"POLYGON ((25.02637426971702 60.17242176162045, 25.026239646253227 60.174665185629216, 25.030742834612226 60.17473218212135, 25.03087715141333 60.1724887520638, 25.02637426971702 60.17242176162045))"
731,781624.0,14.47,42695141,both,781624.0,17.0,42695141,both,2.5299999999999994,0.17484450587422248,"POLYGON ((25.03087715141333 60.1724887520638, 25.030742834612226 60.17473218212135, 25.035246044304852 60.17479902568843, 25.03538005443849 60.17255558959586, 25.03087715141333 60.1724887520638))"
732,781625.0,32.87,42711412,both,781625.0,36.0,42711412,both,3.1300000000000026,0.09522360815333139,"POLYGON ((25.03538005443849 60.17255558959586, 25.035246044304852 60.17479902568843, 25.039749275282496 60.17486571632899, 25.039882978743915 60.17262227421519, 25.03538005443849 60.17255558959586))"
733,781626.0,6.93,42702120,both,781626.0,10.0,42702120,both,3.0700000000000003,0.44300144300144306,"POLYGON ((25.039882978743915 60.17262227421519, 25.039749275282496 60.17486571632899, 25.044252527496546 60.17493225404162, 25.044385924280995 60.17268880592036, 25.039882978743915 60.17262227421519))"
734,781627.0,6.26,42707304,both,781627.0,10.0,42707304,both,3.74,0.5974440894568691,"POLYGON ((25.044385924280995 60.17268880592036, 25.044252527496546 60.17493225404162, 25.048755800898395 60.17499863882487, 25.04888889100113 60.17275518470993, 25.044385924280995 60.17268880592036))"
735,781628.0,2.3,42708641,both,781628.0,3.0,42708641,both,0.7000000000000002,0.3043478260869566,"POLYGON ((25.04888889100113 60.17275518470993, 25.048755800898395 60.17499863882487, 25.053259095439422 60.175064870677325, 25.053391878855724 60.17282141058249, 25.04888889100113 60.17275518470993))"
736,781629.0,13.05,42952204,both,781629.0,17.0,42952204,both,3.9499999999999993,0.3026819923371647,"POLYGON ((25.053391878855724 60.17282141058249, 25.053259095439422 60.175064870677325, 25.057762411071018 60.17513094959754, 25.057894887796163 60.1728874835366, 25.053391878855724 60.17282141058249))"
737,784225.0,73.53999999999999,42781514,both,784225.0,77.0,42781514,both,3.460000000000008,0.04704922491161284,"POLYGON ((24.585038530544203 60.16735793588437, 24.584873852894642 60.16960069926708, 24.589375021189177 60.169682682306686, 24.589539392647676 60.16743991152504, 24.585038530544203 60.16735793588437))"
738,784226.0,0.83,42451503,both,784226.0,1.0,42451503,both,0.17000000000000004,0.20481927710843378,"POLYGON ((24.589539392647676 60.16743991152504, 24.589375021189177 60.169682682306686, 24.59387621557943 60.169764512564306, 24.59404028084104 60.16752173439751, 24.589539392647676 60.16743991152504))"
739,784229.0,9.77,42452785,both,784229.0,12.0,42452785,both,2.2300000000000004,0.2282497441146367,"POLYGON ((24.603042135303617 60.16768492183081, 24.602878682453248 60.16992771472668, 24.607379954839875 60.170009086627914, 24.60754310147592 60.16776628638813, 24.603042135303617 60.16768492183081))"
740,784230.0,4.03,42452617,both,784230.0,5.0,42452617,both,0.9699999999999998,0.24069478908188577,"POLYGON ((24.60754310147592 60.16776628638813, 24.607379954839875 60.170009086627914, 24.611881253128356 60.17009030574017, 24.612044093544284 60.167847498170225, 24.60754310147592 60.16776628638813))"
741,784231.0,100.73,42452597,both,784231.0,126.0,42452597,both,25.269999999999996,0.2508686587908269,"POLYGON ((24.612044093544284 60.167847498170225, 24.611881253128356 60.17009030574017, 24.616382577270222 60.170171372061716, 24.616545111460255 60.16792855717536, 24.612044093544284 60.167847498170225))"
742,784232.0,23.41,42380220,both,784232.0,27.0,42380220,both,3.59,0.15335326783425884,"POLYGON ((24.616545111460255 60.16792855717536, 24.616382577270222 60.170171372061716, 24.620883927216997 60.17025228559077, 24.62104615517537 60.168009463401795, 24.616545111460255 60.16792855717536))"
743,784233.0,4.84,42382895,both,784233.0,6.0,42382895,both,1.1600000000000001,0.23966942148760334,"POLYGON ((24.62104615517537 60.168009463401795, 24.620883927216997 60.17025228559077, 24.625385302920208 60.170333046325645, 24.625547224641164 60.16809021684775, 24.62104615517537 60.168009463401795))"
744,784234.0,2.67,42378805,both,784234.0,3.0,42378805,both,0.33000000000000007,0.12359550561797755,"POLYGON ((24.625547224641164 60.16809021684775, 24.625385302920208 60.170333046325645, 24.629886704331376 60.17041365426458, 24.63004831980917 60.16817081751153, 24.625547224641164 60.16809021684775))"
745,784235.0,1.58,42385637,both,784235.0,2.0,42385637,both,0.41999999999999993,0.2658227848101265,"POLYGON ((24.63004831980917 60.16817081751153, 24.629886704331376 60.17041365426458, 24.63438813140203 60.17049410940583, 24.634549440630916 60.16825126539141, 24.63004831980917 60.16817081751153))"
746,784236.0,1.35,42384287,both,784236.0,2.0,42384287,both,0.6499999999999999,0.4814814814814814,"POLYGON ((24.634549440630916 60.16825126539141, 24.63438813140203 60.17049410940583, 24.63888958408368 60.170574411747666, 24.639050587057945 60.16833156048564, 24.634549440630916 60.16825126539141))"
747,784238.0,2.07,42384923,both,784238.0,3.0,42384923,both,0.9300000000000002,0.4492753623188407,"POLYGON ((24.643551759041777 60.168411702792476, 24.64339106232785 60.170654561288416, 24.647892566086057 60.17073455802627, 24.64805295653394 60.168491692310226, 24.643551759041777 60.168411702792476))"
748,784239.0,2.86,42387975,both,784239.0,4.0,42387975,both,1.1400000000000001,0.39860139860139865,"POLYGON ((24.64805295653394 60.168491692310226, 24.647892566086057 60.17073455802627, 24.652394095309816 60.17081440195957, 24.652554179485968 60.16857152903715, 24.64805295653394 60.168491692310226))"
749,784240.0,3.71,43192459,both,784240.0,4.0,43192459,both,0.29000000000000004,0.07816711590296498,"POLYGON ((24.652554179485968 60.16857152903715, 24.652394095309816 60.17081440195957, 24.656895649950638 60.17089409308656, 24.657055427849375 60.168651212971554, 24.652554179485968 60.16857152903715))"
750,784241.0,0.83,42421294,both,784241.0,1.0,42421294,both,0.17000000000000004,0.20481927710843378,"POLYGON ((24.657055427849375 60.168651212971554, 24.656895649950638 60.17089409308656, 24.66139722996004 60.170973631405566, 24.661556701575687 60.1687307441117, 24.657055427849375 60.168651212971554))"
751,784242.0,18.37,42458422,both,784242.0,21.0,42458422,both,2.629999999999999,0.14316820903647245,"POLYGON ((24.661556701575687 60.1687307441117, 24.66139722996004 60.170973631405566, 24.665898835289525 60.171053016914826, 24.666058000616427 60.16881012245588, 24.661556701575687 60.1687307441117))"
752,784243.0,0.96,42388215,both,784243.0,1.0,42388215,both,0.040000000000000036,0.041666666666666706,"POLYGON ((24.666058000616427 60.16881012245588, 24.665898835289525 60.171053016914826, 24.670400465890605 60.1711322496127, 24.670559324923108 60.16888934800241, 24.666058000616427 60.16881012245588))"
753,784244.0,5.46,42389080,both,784244.0,7.0,42389080,both,1.54,0.28205128205128205,"POLYGON ((24.670559324923108 60.16888934800241, 24.670400465890605 60.1711322496127, 24.674902121714783 60.17121132949742, 24.675060674447252 60.16896842074955, 24.670559324923108 60.16888934800241))"
754,784245.0,21.18,42389462,both,784245.0,23.0,42389462,both,1.8200000000000003,0.08593012275731823,"POLYGON ((24.675060674447252 60.16896842074955, 24.674902121714783 60.17121132949742, 24.67940380271357 60.17129025656732, 24.679562049140376 60.169047340695634, 24.675060674447252 60.16896842074955))"
